Event,JText,Passage
urn:cite:chron:jevent.16_t1_41_2_l	Panaetius primus in Sicilia arripuit tyrannidem.	urn:cts:latinLit:stoa0162.stoa005:16.t1.41_2
urn:cite:chron:jevent.16_t1_42_2_d	Stesichorus poeta clarus habetur.	urn:cts:latinLit:stoa0162.stoa005:16.t1.42_2
urn:cite:chron:jevent.16_t1_42_3_a	Anno tertio Joachim Nabuchodonosor rex Babyloniae Judaeam capit, et in ditionem suam redactis plurimis Judaeorum, cum etiam partem vasorum templi invasisset, et tributarium fecisset Joachim, victor ad patriam revertitur.	urn:cts:latinLit:stoa0162.stoa005:16.t1.42_3
urn:cite:chron:jevent.16_t1_42_4_e	Alcman, ut quibusdam videtur, agnoscitur.	urn:cts:latinLit:stoa0162.stoa005:16.t1.42_4
urn:cite:chron:jevent.16_t1_42_4_f	Cyaxares Medus subvertit Ninum civitatem.	urn:cts:latinLit:stoa0162.stoa005:16.t1.42_4
urn:cite:chron:jevent.16_t1_43_2_g	Pittacus Mitylenaeus, qui de VII Sapientibus fuit, cum Phrynone Atheniense Olympionice congressus eum interfecit.	urn:cts:latinLit:stoa0162.stoa005:16.t1.43_2
urn:cite:chron:jevent.16_t1_43_4_b	In Babylone Daniel, Ananias, Azarias, et Misael clari habentur.	urn:cts:latinLit:stoa0162.stoa005:16.t1.43_4
urn:cite:chron:jevent.16_t1_44_3_c	Et hunc rex babylonius captum in Babyloniam duxit, oculosque eius eruit.	urn:cts:latinLit:stoa0162.stoa005:16.t1.44_3
urn:cite:chron:jevent.16_t1_44_3_h	Perinthus condita.	urn:cts:latinLit:stoa0162.stoa005:16.t1.44_3
urn:cite:chron:jevent.16_t1_44_4_a	Prophetabant Hieremias et Baruch.	urn:cts:latinLit:stoa0162.stoa005:16.t1.44_4
urn:cite:chron:jevent.16_t1_44_4_c	Camerina urbs condita.	urn:cts:latinLit:stoa0162.stoa005:16.t1.44_4
urn:cite:chron:jevent.16_t1_45_1_d	Sappho et Alcaeus poetae clari habentur.	urn:cts:latinLit:stoa0162.stoa005:16.t1.45_1
urn:cite:chron:jevent.16_t1_45_3_b	Tarquinius Priscus Circum Romae aedificavit, numerum Senatorum auxit, Romanos ludos instituit, muros et cloacas aedificavit, ad extremum ab Anci filiis occisus est, regis ejus, cui ipse successerat.	urn:cts:latinLit:stoa0162.stoa005:16.t1.45_3
urn:cite:chron:jevent.16_t1_45_3_e	Massilia condita civitas Galliae.	urn:cts:latinLit:stoa0162.stoa005:16.t1.45_3
urn:cite:chron:jevent.16_t1_46_3_g	Solon, Draconis legibus antiquatis, extra eas quae ad sanguinem pertinebant, sua jura constituit.	urn:cts:latinLit:stoa0162.stoa005:16.t1.46_3
urn:cite:chron:jevent.17_t1_48_1_e	Corinthiorum monarchia destructa est.	urn:cts:latinLit:stoa0162.stoa005:17.t1.48_1
urn:cite:chron:jevent.17_t1_48_3_f	Solis facta defectio, cum futuram eam Thales ante dixisset.	urn:cts:latinLit:stoa0162.stoa005:17.t1.48_3
urn:cite:chron:jevent.17_t1_48_4_b	In Babylone prophetabant Daniel et Ezechiel	urn:cts:latinLit:stoa0162.stoa005:17.t1.48_4
urn:cite:chron:jevent.17_t1_49_3_c	Alyattes et Astyages dimicaverunt.	urn:cts:latinLit:stoa0162.stoa005:17.t1.49_3
urn:cite:chron:jevent.17_t1_49_4_a	Servius ancillae, sed nobilis captivae filius, tres montes Urbi addidit, Quirinalem, Viminalem et Esquilinum: fossas circum muros duxit: census Romanorum civium primus instituit, et ad extremum Tarquinii Superbi generi sui, superioris regis filii, scelere occisus est.	urn:cts:latinLit:stoa0162.stoa005:17.t1.49_4
urn:cite:chron:jevent.17_t1_49_4_d	Isthmia post Melicertem, et Pythia primum acta.	urn:cts:latinLit:stoa0162.stoa005:17.t1.49_4
urn:cite:chron:jevent.17_t1_50_2_e	Septem Sapientes appellati.	urn:cts:latinLit:stoa0162.stoa005:17.t1.50_2
urn:cite:chron:jevent.17_t1_50_4_f	Astyages contra Lydos pugnat.	urn:cts:latinLit:stoa0162.stoa005:17.t1.50_4
urn:cite:chron:jevent.17_t1_51_1_g	Anaximander Milesius physicus agnoscitur.	urn:cts:latinLit:stoa0162.stoa005:17.t1.51_1
urn:cite:chron:jevent.17_t1_51_4_h	Agon Nemeacus primum ab Argivis actus, post eum qui sub Archemoro fuerat.	urn:cts:latinLit:stoa0162.stoa005:17.t1.51_4
urn:cite:chron:jevent.17_t1_52_1_b	Mortuo Nabuchodonosor, Babyloniorum rege, suscepit imperium EVILMERODAC, cui successit frater ejus BALTASAR, sub quo Daniel eam scripturam, quae in pariete apparuerat, interpretatus est, significantem imperium Chaldaeorum in Medos et Persas transferendum.	urn:cts:latinLit:stoa0162.stoa005:17.t1.52_1
urn:cite:chron:jevent.17_t1_52_2_i	Phalaris tyrannidem exercuit an. 16.	urn:cts:latinLit:stoa0162.stoa005:17.t1.52_2
urn:cite:chron:jevent.17_t1_52_4_k	Abaris de Scythia venit in Graeciam.	urn:cts:latinLit:stoa0162.stoa005:17.t1.52_4
urn:cite:chron:jevent.17_t1_53_2_b	Eugamon Cyrenaeus, qui	urn:cts:latinLit:stoa0162.stoa005:17.t1.53_2
urn:cite:chron:jevent.17_t1_53_2_Telegoniam	fecit [scripsit], agnoscitur.	urn:cts:latinLit:stoa0162.stoa005:17.t1.53_2
urn:cite:chron:jevent.17_t1_53_3_c	Agon gymnicus, quem Panathenaeon vocant, [Athenis] actus.	urn:cts:latinLit:stoa0162.stoa005:17.t1.53_3
urn:cite:chron:jevent.17_t1_54_1_d	Aesopus interimitur a Delphis.	urn:cts:latinLit:stoa0162.stoa005:17.t1.54_1
urn:cite:chron:jevent.17_t1_54_3_e	Pisistratus Atheniensium tyrannus in Italiam transgreditur.	urn:cts:latinLit:stoa0162.stoa005:17.t1.54_3
urn:cite:chron:jevent.17_t1_54_4_f	Anaximenes physicus [philosophus] agnoscitur.	urn:cts:latinLit:stoa0162.stoa005:17.t1.54_4
urn:cite:chron:jevent.18_t1_55_1_g	Stesichorus poeta moritur.	urn:cts:latinLit:stoa0162.stoa005:18.t1.55_1
urn:cite:chron:jevent.18_t1_55_2_h	Simonides clarus habetur.	urn:cts:latinLit:stoa0162.stoa005:18.t1.55_2
urn:cite:chron:jevent.18_t1_56_1_i	Chilon, qui de VII Sapientibus fuit, in Lacedaemone constituitur [ id est, respector].	urn:cts:latinLit:stoa0162.stoa005:18.t1.56_1
urn:cite:chron:jevent.18_t1_56_2_a	Prophetabant Aggaeus et Zacharias, quo tempore Jesus filius Josedech, et Zorobabel regii generis filius Salathiel, clari habentur, qui et principes fuerunt eorum qui regressi sunt in Judaeam.	urn:cts:latinLit:stoa0162.stoa005:18.t1.56_2
urn:cite:chron:jevent.18_t1_56_3_d	Xenophanes Colophonius clarus habetur.	urn:cts:latinLit:stoa0162.stoa005:18.t1.56_3
urn:cite:chron:jevent.18_t1_56_4_e	Ea quae de Croeso memorantur, quomodo temptarit oraculum.	urn:cts:latinLit:stoa0162.stoa005:18.t1.56_4
urn:cite:chron:jevent.18_t1_57_2_f	Croesus adversus Cyrum bellum iniit.	urn:cts:latinLit:stoa0162.stoa005:18.t1.57_2
urn:cite:chron:jevent.18_t1_57_4_	Colligitur omne tempus captivitatis Judaeorum anni LXX, qui secundum quosdam a tertio anno Joachim usque ad vicesimum annum Cyri regis Persarum computantur. Porro secundum alios, a Josiae Judaeorum regis anno XIII, sub quo Jeremias prophetare coepit, usque ad primum annum supra dicti Cyri regis. Desolationis vero templi sub Dario rege complentur anni LXX.	urn:cts:latinLit:stoa0162.stoa005:18.t1.57_4
urn:cite:chron:jevent.18_t1_57_4_g	Templum Apollinis Delphici secunda vice incensume.	urn:cts:latinLit:stoa0162.stoa005:18.t1.57_4
urn:cite:chron:jevent.18_t1_58_1_h	Thales moritur.	urn:cts:latinLit:stoa0162.stoa005:18.t1.58_1
urn:cite:chron:jevent.18_t1_58_2_c	Tarquinius Superbus excogitavit vincula taureas, fustes, compedes, catenas latomias, carceres, exsilia, metalla.	urn:cts:latinLit:stoa0162.stoa005:18.t1.58_2
urn:cite:chron:jevent.18_t1_58_2_k	Harpagus, qui apud Cyrum primi loci habebatur, adversus Ioniam dimicat. Croesus a Cyro captus est: et Lydorum regnum destructum est, quod stetit annis CXXX.	urn:cts:latinLit:stoa0162.stoa005:18.t1.58_2
urn:cite:chron:jevent.18_t1_58_2_i	Cyrus Sardeis capit.	urn:cts:latinLit:stoa0162.stoa005:18.t1.58_2
urn:cite:chron:jevent.19_t1_58_4_l	Theognis poeta clarus habetur.	urn:cts:latinLit:stoa0162.stoa005:19.t1.58_4
urn:cite:chron:jevent.19_t1_59_3_m	Pisistratus secunda vice Athenis regnat.	urn:cts:latinLit:stoa0162.stoa005:19.t1.59_3
urn:cite:chron:jevent.19_t1_59_4_n	Pherecides historicus Pythagorae magister clarus habetur.	urn:cts:latinLit:stoa0162.stoa005:19.t1.59_4
urn:cite:chron:jevent.19_t1_59_4_o	Hybicus carminum scriptor agnoscitur.	urn:cts:latinLit:stoa0162.stoa005:19.t1.59_4
urn:cite:chron:jevent.19_t1_59_4_p	Simonides lyricus, et Phocylides clari habentur, et Xenophanes physicus tragoediarum scriptor.	urn:cts:latinLit:stoa0162.stoa005:19.t1.59_4
urn:cite:chron:jevent.19_t1_60_4_a	Tarquinius Superbus, socero Servio occiso, arripuit imperium. Volscos, Gabios, Suessam, Pometiam subegit: et cum oppugnaret Ardeam, causa Tarquinii junioris filii sui, qui Lucretiam corruperat, regno exclusus est.	urn:cts:latinLit:stoa0162.stoa005:19.t1.60_4
urn:cite:chron:jevent.19_t1_61_1_f	Anacreon Lyricus poeta agnoscitur.	urn:cts:latinLit:stoa0162.stoa005:19.t1.61_1
urn:cite:chron:jevent.19_t1_61_4_g	Apud Samum tyrannidem exercent tres fratres Polycrates, Sylus, et Pantagnostus.	urn:cts:latinLit:stoa0162.stoa005:19.t1.61_4
urn:cite:chron:jevent.19_t1_62_2_b	Tomyris regina Massagetarum Cyrum interfecit.	urn:cts:latinLit:stoa0162.stoa005:19.t1.62_2
urn:cite:chron:jevent.19_t1_62_2_h	Samii Dicaearchiam condiderunt, quam nunc Puteolos vocant.	urn:cts:latinLit:stoa0162.stoa005:19.t1.62_2
urn:cite:chron:jevent.19_t1_62_3_c	Cambisen istum aiunt ab Hebraeis secundum Nabuchodonosor vocari, sub quo Judith historia conscribitur.	urn:cts:latinLit:stoa0162.stoa005:19.t1.62_3
urn:cite:chron:jevent.19_t1_62_3_i	Pythagoras physicus philosophus clarus habetur.	urn:cts:latinLit:stoa0162.stoa005:19.t1.62_3
urn:cite:chron:jevent.19_t1_63_1_k	Hipparchus et Hippias Athenis tyrannidem exercent.	urn:cts:latinLit:stoa0162.stoa005:19.t1.63_1
urn:cite:chron:jevent.19_t1_63_2_d	Apud Hebraeos pontifex maximus Jesus filius Josedech, et princeps gentis Zorobabel, [ qui eos regnabat,] clari habentur.	urn:cts:latinLit:stoa0162.stoa005:19.t1.63_2
urn:cite:chron:jevent.19_t1_64_1_e	Prophetabant apud Hebraeos novissimi Aggaeus, Zacharias et Malachias.	urn:cts:latinLit:stoa0162.stoa005:19.t1.64_1
urn:cite:chron:jevent.22_t1_80_2_g	Ezras sacerdos apud Hebraeos insignis agnoscitur, cujus aetate Pontifex Maximus habitus est Heliasib, filius Joachim, filii Jesu, filii Josedech.	urn:cts:latinLit:stoa0162.stoa005:22.t1.80_2
urn:cite:chron:jevent.22_t1_80_2_g	Fuit autem Ezras eruditissimus Legis divinae, et clarus omnium Judaeorum magister, qui de Captivitate regressi fuerant in Judaeam..	urn:cts:latinLit:stoa0162.stoa005:22.t1.80_2
urn:cite:chron:jevent.22_t1_83_1_i	Neemias Hebraeus, minister vinarius Artaxerxis regis, concedente sibi domino suo, XX ejus anno de Babylone venit in Judaeam, et XXXII anno muros, urbemque restituit.	urn:cts:latinLit:stoa0162.stoa005:22.t1.83_1
urn:cite:chron:jevent.22_t1_83_1_i	Scribit Ezras opus fuisse completum sub pontifice Joade filio Joasib, cui successit Joannes filius suus, qui temporibus Alexandri Macedonis fuit, opus fuisse completum.	urn:cts:latinLit:stoa0162.stoa005:22.t1.83_1
urn:cite:chron:jevent.22_t1_83_3_a	Huc usque Hebraeorum divinae Scripturae annales temporum continent: ea vero quae post haec apud eos gesta sunt, exhibemus de libro Machabaeorum, et Josephi, et Africani scriptis, qui deinceps universam historiam usque ad Romana tempora persecuti sunt.	urn:cts:latinLit:stoa0162.stoa005:22.t1.83_3
urn:cite:chron:jevent.22_t1_86_1_c	Gens Campanorum in Italia constituta.	urn:cts:latinLit:stoa0162.stoa005:22.t1.86_1
urn:cite:chron:jevent.22_t1_86_1_d	Democritus Abderites, et Empedocles, et Hippocrates medicus, Gorgias, Hippiasque, et Prodicus, et Zeno, et Parmenides philosophi insignes habentur.	urn:cts:latinLit:stoa0162.stoa005:22.t1.86_1
urn:cite:chron:jevent.22_t1_86_4_e	Socrates, qui scholam congregavit, plurimo sermone celebratur.	urn:cts:latinLit:stoa0162.stoa005:22.t1.86_4
urn:cite:chron:jevent.22_t1_86_4_f	Neemiam, qui muros Jerusalem construxit, consummasse opus XXXII anno Artaxerxis regis Persarum, Ezras memorat	urn:cts:latinLit:stoa0162.stoa005:22.t1.86_4
urn:cite:chron:jevent.22_t1_86_4_f	. Si quis ab hoc tempore LXX hebdomadas a Daniele scriptas numeret, quae faciunt annos CDXC, reperiet eas in regno Neronis expletas, sub quo obsideri Jerusalem coepta, secundo postea Vespasiani anno capitur.	urn:cts:latinLit:stoa0162.stoa005:22.t1.86_4
urn:cite:chron:jevent.23_t1_100_2_	13	urn:cts:latinLit:stoa0162.stoa005:23.t1.100_2
urn:cite:chron:jevent.23_t1_103_1_b	Dionysius rex Siciliae 19 anno moritur	urn:cts:latinLit:stoa0162.stoa005:23.t1.103_1
urn:cite:chron:jevent.23_t1_103_1_b	, post quem	urn:cts:latinLit:stoa0162.stoa005:23.t1.103_1
urn:cite:chron:jevent.23_t1_103_1_b	junior Dionysius regnum invadit	urn:cts:latinLit:stoa0162.stoa005:23.t1.103_1
urn:cite:chron:jevent.23_t1_103_1_b	.	urn:cts:latinLit:stoa0162.stoa005:23.t1.103_1
urn:cite:chron:jevent.23_t1_107_3_	13	urn:cts:latinLit:stoa0162.stoa005:23.t1.107_3
urn:cite:chron:jevent.24_t1_108_1_i	huc usque Manethos: Ochus Sidonem subvertit, et Aegyptum suo junxit imperio.	urn:cts:latinLit:stoa0162.stoa005:24.t1.108_1
urn:cite:chron:jevent.24_t1_108_3_a	Romani Gallos superant.	urn:cts:latinLit:stoa0162.stoa005:24.t1.108_3
urn:cite:chron:jevent.24_t1_108_4_b	Dionysius Corinthum sub foedere navigavit.	urn:cts:latinLit:stoa0162.stoa005:24.t1.108_4
urn:cite:chron:jevent.24_t1_108_4_c	Plato moritur, post quem Academiam Speusippus tenuit.	urn:cts:latinLit:stoa0162.stoa005:24.t1.108_4
urn:cite:chron:jevent.24_t1_109_1_d	Romani cum Samnites duobus proeliis cecidissent, universos confines, quia a sua societate discesserant, in ditionem propriam redigunt.	urn:cts:latinLit:stoa0162.stoa005:24.t1.109_1
urn:cite:chron:jevent.24_t1_109_4_e	Dionysius Corintho expulsus.	urn:cts:latinLit:stoa0162.stoa005:24.t1.109_4
urn:cite:chron:jevent.24_t1_110_2_h	Speusippus moritur, cui successit Xenocrates.	urn:cts:latinLit:stoa0162.stoa005:24.t1.110_2
urn:cite:chron:jevent.24_t1_111_2_b	Alexander adversus Illyricos et Thracas feliciter dimicans, subversis Thebis, in Persas arma corripuit, et apud Granicum flumen, regiis ducibus oppressis, urbem Sardeis capit.	urn:cts:latinLit:stoa0162.stoa005:24.t1.111_2
urn:cite:chron:jevent.24_t1_111_4_c	Romanorum consul Manlius Torquatus filium suum, quod contra imperium in hostem pugnaverat, virgis caesum securi percussit.	urn:cts:latinLit:stoa0162.stoa005:24.t1.111_4
urn:cite:chron:jevent.24_t1_112_1_d	Alexander, capta Tyro, Judaeam invadit, a qua favorabiliter exceptus, Deo victimas immolat, et pontificem templi honoribus plurimis prosequitur, Andromacho locorum custode dimisso, quem postea Samaritani interficiunt: ob quae ab Aegypto reversus Alexander Magnus magnis eos suppliciis adfecit, et urbem eorum captam Macedonibus ad inhabitandum tradit.	urn:cts:latinLit:stoa0162.stoa005:24.t1.112_1
urn:cite:chron:jevent.24_t1_112_3_e	Alexandria in Aegypto condita, septimo anno regni Alexandri: quo tempore etiam Latini a Romanis perdomiti sunt.	urn:cts:latinLit:stoa0162.stoa005:24.t1.112_3
urn:cite:chron:jevent.25_t1_112_4_b	Anaximenes, et Epicurus clari habentur.	urn:cts:latinLit:stoa0162.stoa005:25.t1.112_4
urn:cite:chron:jevent.25_t1_112_4_c	Alexander Hyrcanos et Mardos capit, revertensque in Ammone condidit Paraetonium.	urn:cts:latinLit:stoa0162.stoa005:25.t1.112_4
urn:cite:chron:jevent.25_t1_113_1_d	Alexander Aornim petram capit, et Indum amnem transgreditur.	urn:cts:latinLit:stoa0162.stoa005:25.t1.113_1
urn:cite:chron:jevent.25_t1_113_2_e	Bellum Alexandri in India adversum Porum, et Taxillen.	urn:cts:latinLit:stoa0162.stoa005:25.t1.113_2
urn:cite:chron:jevent.25_t1_113_3_f	Harpalus fugit in Atticam.	urn:cts:latinLit:stoa0162.stoa005:25.t1.113_3
urn:cite:chron:jevent.25_t1_113_4_g	Romani Samnites subigunt, et colonias deducunt.	urn:cts:latinLit:stoa0162.stoa005:25.t1.113_4
urn:cite:chron:jevent.26_t1_114_1_a	Appius Claudius Caecus Romae clarus habetur, qui aquam Claudiam induxit, et viam Appiam stravit.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_1
urn:cite:chron:jevent.26_t1_114_1_b	Lydiam, et Thraciam, et Hellespontum Lysimachus tenuit.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_1
urn:cite:chron:jevent.26_t1_114_1_c	Macedonum duces in seditionem versi.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_1
urn:cite:chron:jevent.26_t1_114_2_d	Agathocles Syracusis tyrannidem exercet.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_2
urn:cite:chron:jevent.26_t1_114_2_e	Lamiacum bellum motum.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_2
urn:cite:chron:jevent.26_t1_114_2_f	Perdicca adversus Aegyptios dimicat.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_2
urn:cite:chron:jevent.26_t1_114_3_g	Ptolemaeus Lagi filius Jerosolymis et Judaea in dicionem suam dolo redactis, plurimos captivorum in Aegyptum transtulit.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_3
urn:cite:chron:jevent.26_t1_114_3_h	Judaeorum pontifex maximus Onias Jaddi filius clarus habetur.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_3
urn:cite:chron:jevent.26_t1_114_4_i	Menander primam fabulam cognomento docens, superat.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_4
urn:cite:chron:jevent.26_t1_114_4_k	Theophrastus philosophus agnoscitur, qui a divinitate loquendi, ut ait Cicero, nomen accepit.	urn:cts:latinLit:stoa0162.stoa005:26.t1.114_4
urn:cite:chron:jevent.26_t1_115_1_a	Demetrius Phalereus habetur illustris.	urn:cts:latinLit:stoa0162.stoa005:26.t1.115_1
urn:cite:chron:jevent.26_t1_115_2_b	Romani Samnites diutissime contra proeliantes, ad extremum in servitutem redigunt.	urn:cts:latinLit:stoa0162.stoa005:26.t1.115_2
urn:cite:chron:jevent.27_t1_116_1_c	Menedemus et Speusippus philosophi insignes habentur.	urn:cts:latinLit:stoa0162.stoa005:27.t1.116_1
urn:cite:chron:jevent.28_t1_117_1_e	Romani Marsos, a Umbros, et Pelignos superant.	urn:cts:latinLit:stoa0162.stoa005:28.t1.117_1
urn:cite:chron:jevent.28_t1_117_2_f	Romani colonias deducunt.	urn:cts:latinLit:stoa0162.stoa005:28.t1.117_2
urn:cite:chron:jevent.28_t1_117_2_g	Lysimachia in Thracia condita.	urn:cts:latinLit:stoa0162.stoa005:28.t1.117_2
urn:cite:chron:jevent.28_t1_117_3_h	Cyprum Ptolemaeus invasit.	urn:cts:latinLit:stoa0162.stoa005:28.t1.117_3
urn:cite:chron:jevent.28_t1_117_4_a	Theodorus Atheus agnoscitur.	urn:cts:latinLit:stoa0162.stoa005:28.t1.117_4
